Kanji,StrokeCount,MeaningOne,MeaningTwo,MeaningThree,MeaningFour,MeaningFive,MeaningSix,MeaningSeven,MeaningEight,MeaningNine,MeaningTen
萢,11,bog,wetlands,used,(kokuji),,,,,,
萠,11,show,sprout,bud,malt,,,,,,
莽,9,grass,grassy,,,,,,,,
萸,12,oleaster,river,,,,,,,,
蔆,14,water,,,,,,,,,
菻,11,kind,,,,,,,,,
葭,12,reed,,,,,,,,,
萪,12,type,,,,,,,,,
萼,12,calyx,cup,,,,,,,,
蕚,16,calyx,cup,,,,,,,,
蒄,12,type,,,,,,,,,
葷,12,garlic,,,,,,,,,
葫,12,garlic,,,,,,,,,
蒭,13,to,hay,fodder,,,,,,,
葮,12,rose,althea,,,,,,,,
蒂,12,peduncle,stem,,,,,,,,
葩,12,flower,petal,,,,,,,,
葆,12,dense,keep,adhere,conceal,,,,,,
萬,12,ten,"10,000",,,,,,,,
葯,12,pollen,type,,,,,,,,
葹,12,cocklebur,,,,,,,,,
萵,12,lettuce,,,,,,,,,
蓊,13,flower,vigorous,,,,,,,,
葢,12,cover,lid,flap,,,,,,,
蒹,13,type,,,,,,,,,
蒿,13,mugwort,,,,,,,,,
蒟,13,devil's,,,,,,,,,
蓙,13,mat,matting,(kokuji),,,,,,,
蓍,13,yarrow,sericea,stalks,,,,,,,
蒻,13,a,,,,,,,,,
蓚,13,(used,,,,,,,,,
蓐,13,bed,,,,,,,,,
蓁,13,dense,thicket,,,,,,,,
蓆,13,straw,matting,,,,,,,,
蓖,13,castor-oil,,,,,,,,,
蒡,13,burdock,,,,,,,,,
蔡,14,type,,,,,,,,,
蓿,14,clover,medic,,,,,,,,
蓴,14,type,,,,,,,,,
蔗,14,sugar,,,,,,,,,
蔘,14,luxurious,,,,,,,,,
蔬,15,greens,vegetables,,,,,,,,
蔟,14,gather,,,,,,,,,
蔕,14,calyx,stem,,,,,,,,
蔔,14,giant,daikon,,,,,,,,
蓼,14,luxurious,a,,,,,,,,
蕀,15,milwort,,,,,,,,,
蕣,16,rose,althea,,,,,,,,
蕘,15,firewood,,,,,,,,,
蕈,15,mushroom,toadstool,fungus,,,,,,,
蘂,19,pistil,stamen,,,,,,,,
蕋,15,pistil,stamen,,,,,,,,
蕕,15,foul-smelling,,,,,,,,,
薀,16,pile,store,hornwort,,,,,,,
薤,16,scallion,shallot,,,,,,,,
薈,16,luxuriant,,,,,,,,,
薑,16,ginger,,,,,,,,,
薊,16,thistle,,,,,,,,,
薨,16,die,,,,,,,,,
蕭,16,a,mugwort,lonely,silent,calm,,,,,
薔,16,water,,,,,,,,,
薛,16,type,,,,,,,,,
藪,18,thicket,bush,underbrush,grove,,,,,,
薇,16,an,,,,,,,,,
薜,16,type,,,,,,,,,
蕷,16,yam,,,,,,,,,
蕾,16,bud,mushrooms,,,,,,,,
薐,16,spinach,,,,,,,,,
藉,17,carpet,lend,borrow,make,spread,,,,,
薺,17,water-chestnuts,caltrop,,,,,,,,
藏,18,hide,own,have,possess,,,,,,
薹,17,seed,,,,,,,,,
藐,17,make,far,beautiful,,,,,,,
藕,18,lotus,lotus,arrowroot,,,,,,,
藝,18,art,craft,performance,acting,trick,stunt,,,,
藥,18,medicine,chemical,enamel,gunpowder,benefit,,,,,
藜,18,goosefoot,wild,,,,,,,,
藹,19,flourishing,luxuriant,harmonize,graceful,noble,refined,,,,
蘊,19,pile,,,,,,,,,
蘓,19,be,resuscitated,revived,,,,,,,
蘋,19,duckweed,,,,,,,,,
藾,19,type,cover,hide,,,,,,,
藺,19,rush,used,surname,,,,,,,
蘆,19,reed,rush,,,,,,,,
蘢,19,dragon,,,,,,,,,
蘚,20,moss,,,,,,,,,
蘰,20,surname,(kokuji),,,,,,,,
蘿,22,ivy,,,,,,,,,
虍,6,tiger,mottled,tiger,,,,,,,
乕,7,tiger,brave,fierce,surname,,,,,,
虔,10,respect,,,,,,,,,
號,13,mark,sign,symbol,number,,,,,,
虧,17,wane,,,,,,,,,
虱,8,lice,vermin,,,,,,,,
蚓,10,earthworm,,,,,,,,,
蚣,10,centipede,grasshopper,,,,,,,,
蚩,10,fool,make,,,,,,,,
蚪,10,tadpole,,,,,,,,,
蚋,10,gnat,sand,,,,,,,,
蚌,10,clam,,,,,,,,,
蚶,11,ark,,,,,,,,,
蚯,11,earthworm,,,,,,,,,
蛄,11,mole,cicada,,,,,,,,
蛆,11,worm,grub,maggot,,,,,,,
蚰,11,millipede,,,,,,,,,
蛉,11,dragonfly,moon,,,,,,,,
蠣,20,oyster,,,,,,,,,
蚫,11,abalone,dried,surname,,,,,,,
蛔,12,intestinal,,,,,,,,,
蛞,12,kind,,,,,,,,,
蛩,12,cricket,,,,,,,,,
蛬,12,cricket,,,,,,,,,
蛟,12,dragon,,,,,,,,,
蛛,12,spider,,,,,,,,,
蛯,12,shrimp,(kokuji),,,,,,,,
蜒,13,meandering,serpentine,,,,,,,,
蜆,13,fresh-water,,,,,,,,,
蜈,13,centipede,,,,,,,,,
蜀,13,green,Szechwan,,,,,,,,
蜃,13,clam,,,,,,,,,
蛻,13,insect,,,,,,,,,
蜑,13,egg,,,,,,,,,
蜉,13,kind,may,,,,,,,,
蜍,13,toad,,,,,,,,,
蛹,13,chrysalis,pupa,,,,,,,,
蜊,13,a,,,,,,,,,
蜴,14,lizard,,,,,,,,,
蜿,14,meandering,,,,,,,,,
蜷,14,an,,,,,,,,,
蜻,14,dragonfly,,,,,,,,,
蜥,14,a,,,,,,,,,
蜩,14,clear-toned,,,,,,,,,
蜚,14,beetle,cockroach,,,,,,,,
蝠,15,bat,,,,,,,,,
蝟,15,hedgehog,,,,,,,,,
蝸,15,snail,,,,,,,,,
蝌,15,tadpole,,,,,,,,,
蝎,15,scorpion,,,,,,,,,
蝴,15,butterfly,,,,,,,,,
蝗,15,locust,,,,,,,,,
蝨,15,lice,vermin,,,,,,,,
蝮,15,viper,adder,asp,,,,,,,
蝙,15,bat,,,,,,,,,
蝣,15,mayfly,,,,,,,,,
蝪,15,lizard,,,,,,,,,
蠅,19,fly,,,,,,,,,
螢,16,firefly,,,,,,,,,
螟,16,injurious,,,,,,,,,
螂,16,mantis,,,,,,,,,
螯,17,claws,,,,,,,,,
蟋,17,cricket,grasshopper,,,,,,,,
螽,17,grasshopper,,,,,,,,,
蟀,17,cricket,grasshopper,,,,,,,,
蟐,17,toad,mantis,(phantom,(kokuji),,,,,,
雖,17,although,however,,,,,,,,
螫,17,bee,,,,,,,,,
蟄,17,hibernation,,,,,,,,,
螳,17,mantis,,,,,,,,,
蟇,16,toad,,,,,,,,,
蟆,16,toad,,,,,,,,,
螻,17,mole,,,,,,,,,
蟯,18,intestinal,,,,,,,,,
蟲,18,insect,bug,temper,,,,,,,
蟠,18,coiled,,,,,,,,,
蠏,19,crab,,,,,,,,,
蠍,19,scorpion,,,,,,,,,
蟾,19,toad,,,,,,,,,
蟶,19,razor,,,,,,,,,
蟷,19,mantis,,,,,,,,,
蠎,17,python,boa,,,,,,,,
蟒,15,boa,python,,,,,,,,
蠑,20,newt,turban,,,,,,,,
蠖,19,inchworm,geometer,,,,,,,,
蠕,20,crawling,,,,,,,,,
蠢,21,wriggle,,,,,,,,,
蠡,21,worm-eaten,conch,,,,,,,,
蠱,23,rice,lead,,,,,,,,
蠶,26,silkworms,,,,,,,,,
蠹,24,moth,insects,,,,,,,,
蠧,22,worm-eaten,,,,,,,,,
蠻,25,barbarian,,,,,,,,,
衄,10,nosebleed,,,,,,,,,
衂,9,nosebleed,,,,,,,,,
衒,11,show,display,pretend,,,,,,,
衙,13,government,,,,,,,,,
衞,16,defense,,,,,,,,,
衢,24,crossroads,,,,,,,,,
衫,8,thin,,,,,,,,,
袁,10,long,,,,,,,,,
衾,10,quilt,bedding,,,,,,,,
袞,11,imperial,,,,,,,,,
衵,9,everyday,underwear,,,,,,,,
衽,9,neck,gusset,gore,,,,,,,
袵,11,neck,gusset,gore,,,,,,,
衲,9,mend,priestly,priest,,,,,,,
袂,9,sleeve,foot,edge,,,,,,,
袗,10,thin,embroidery,,,,,,,,
袒,10,baring,strip,,,,,,,,
袮,10,ancestral,embroidery,(phantom,,,,,,,
袙,10,warrior's,,,,,,,,,
袢,10,summer,short,,,,,,,,
袍,10,coat,,,,,,,,,
袤,11,length,,,,,,,,,
袰,11,hood,top,awning,cover,(kokuji),,,,,
袿,11,ancient,,,,,,,,,
袱,11,cloth,,,,,,,,,
裃,11,old,samurai,(kokuji),,,,,,,
裄,11,sleeve,(kokuji),,,,,,,,
裔,13,descendant,border,,,,,,,,
裘,13,leather,,,,,,,,,
裙,12,hem,underwear,,,,,,,,
裝,13,dress,pretend,disguise,profess,,,,,,
裹,14,wrap,pack,cover,conceal,,,,,,
褂,13,ancient,,,,,,,,,
裼,13,to,,,,,,,,,
裴,14,long,,,,,,,,,
裨,13,help,,,,,,,,,
裲,13,ancient,,,,,,,,,
褄,13,skirt,(kokuji),,,,,,,,
褌,14,loincloth,,,,,,,,,
褊,14,narrow,small,,,,,,,,
褓,14,diaper,,,,,,,,,
襃,17,praise,extol,,,,,,,,
褞,15,robe,,,,,,,,,
褥,15,cushion,mattress,bedding,,,,,,,
褪,15,fade,discolour,,,,,,,,
褫,15,rob,,,,,,,,,
襁,16,diaper,,,,,,,,,
襄,17,rise,raise,,,,,,,,
褻,17,filthy,,,,,,,,,
褶,16,pleats,,,,,,,,,
褸,16,rags,,,,,,,,,
襌,17,thin,undergarment,,,,,,,,
褝,14,thin,undergarment,,,,,,,,
襠,18,gusset,gore,,,,,,,,
襞,19,pleat,fold,tuck,crease,,,,,,
襤,20,rags,,,,,,,,,
襭,20,tuck,,,,,,,,,
襪,19,socks,,,,,,,,,
襯,21,underwear,,,,,,,,,
襴,22,a,,,,,,,,,
襷,22,cord,(kokuji),,,,,,,,
襾,6,cover,place,west,,,,,,,
覃,12,extend,deep,large,,,,,,,
覈,19,investigate,,,,,,,,,
覊,25,reins,connection,,,,,,,,
覓,11,seek,,,,,,,,,
覘,12,peep,peek,,,,,,,,
覡,14,diviner,medium,,,,,,,,
覩,16,see,,,,,,,,,
覦,16,coveting,,,,,,,,,
覬,17,coveting,,,,,,,,,
覯,17,happening,,,,,,,,,
覲,18,see,have,,,,,,,,
覺,20,memorize,,,,,,,,,
覽,22,look,inspect,perceive,,,,,,,
覿,22,meet,see,,,,,,,,
觀,24,outlook,look,appearance,condition,view,,,,,
觚,13,cup,,,,,,,,,
觜,13,beak,bill,,,,,,,,
觝,12,touch,feel,collide,conflict,,,,,,
觧,13,notes,key,explanation,understanding,,,,,,
觴,18,cup,,,,,,,,,
觸,20,touch,feel,hit,proclaim,announce,conflict,contact,,,
訃,9,obituary,,,,,,,,,
訖,10,come,reach,arrive,finally,,,,,,
訐,10,divulge,reveal,,,,,,,,
訌,10,get,,,,,,,,,
訛,11,accent,dialect,,,,,,,,
訝,12,doubt,,,,,,,,,
訥,11,stutter,,,,,,,,,
訶,12,scold,,,,,,,,,
詁,12,exegesis,critical,,,,,,,,
詛,12,curse,,,,,,,,,
詒,12,deceive,cheat,give,leave,,,,,,
詆,12,vilify,denounce,,,,,,,,
詈,12,ridicule,,,,,,,,,
詼,13,jest,,,,,,,,,
詭,13,lie,deceive,,,,,,,,
詬,13,ridicule,,,,,,,,,
詢,13,consult,,,,,,,,,
誅,13,death,,,,,,,,,
誂,13,order,,,,,,,,,
誄,13,condolence,,,,,,,,,
誨,14,instruct,,,,,,,,,
誡,14,admonish,warn,prohibit,,,,,,,
誑,14,cheat,coax,,,,,,,,
誥,14,state,give,,,,,,,,
誦,14,recite,chant,,,,,,,,
誚,14,censure,blame,,,,,,,,
誣,14,slander,,,,,,,,,
諄,15,tedious,,,,,,,,,
諍,15,quarrel,,,,,,,,,
諂,15,flatter,,,,,,,,,
諚,15,command,(kokuji),,,,,,,,
諫,16,admonish,dissuade,,,,,,,,
諳,16,memorize,recite,,,,,,,,
諧,16,harmony,,,,,,,,,
諤,16,speaking,,,,,,,,,
諱,17,posthumous,,,,,,,,,
謔,16,sport,,,,,,,,,
諠,16,forget,noisy,,,,,,,,
諢,16,joke,jest,colloquial,,,,,,,
諷,16,hint,satirize,,,,,,,,
諞,16,flattering,glibness,,,,,,,,
諛,16,flatter,,,,,,,,,
謌,17,sing,recite,carol,poem,tanka,slander,defame,,,
謇,17,stutter,speak,,,,,,,,
謚,17,laughing,,,,,,,,,
諡,16,posthumous,,,,,,,,,
謖,17,arise,,,,,,,,,
謐,17,quiet,,,,,,,,,
謗,17,slander,disparage,censure,criticize,,,,,,
謠,17,chant,folksong,ballad,,,,,,,
謳,18,extol,declare,express,,,,,,,
鞫,18,investigate,,,,,,,,,
謦,18,coughing,,,,,,,,,
謫,18,crime,,,,,,,,,
謾,18,despise,,,,,,,,,
謨,17,plan,deliberate,,,,,,,,
譁,17,noisy,,,,,,,,,
譌,19,accent,dialect,,,,,,,,
譏,19,slander,disparage,censure,criticize,,,,,,
譎,19,deceive,,,,,,,,,
證,19,proof,evidence,certificate,testify,verify,guarantee,witness,,,
譖,21,slander,,,,,,,,,
譛,19,slander,false,,,,,,,,
譚,19,talk,,,,,,,,,
譫,20,delirious,,,,,,,,,
譬,20,illustrate,,,,,,,,,
譯,20,translate,decode,encode,,,,,,,
譴,21,reproach,,,,,,,,,
譽,20,fame,reputation,praise,,,,,,,
讀,22,read,study,pronounce,,,,,,,
讌,23,banquet,,,,,,,,,
讎,23,enemy,revenge,,,,,,,,
讒,24,defamation,,,,,,,,,
讓,24,allow,permit,yield,concede,,,,,,
讖,24,omen,,,,,,,,,
讙,24,noisy,disputatious,,,,,,,,
讚,26,praise,picture,,,,,,,,
谺,12,tree,,,,,,,,,
豁,17,empty,,,,,,,,,
谿,17,valley,,,,,,,,,
豈,10,an,,,,,,,,,
豌,15,pea,,,,,,,,,
豎,16,vertical,child,,,,,,,,
豐,18,bountiful,excellent,rich,,,,,,,
豕,7,pig,hog,pig,,,,,,,
豢,13,raising,,,,,,,,,
豬,16,pig,hog,,,,,,,,
豸,7,snake,legless,badger,,,,,,,
豺,10,jackal,,,,,,,,,
貂,12,marten,sable,,,,,,,,
貉,13,badger,,,,,,,,,
貅,13,brave,,,,,,,,,
貊,13,barbarians,,,,,,,,,
貍,14,a,,,,,,,,,
貎,15,lion,wild,wild,,,,,,,
貔,17,brave,,,,,,,,,
豼,11,brave,,,,,,,,,
貘,17,tapir,,,,,,,,,
戝,11,pirate,thief,,,,,,,,
貭,11,matter,material,substance,,,,,,,
貪,11,covet,indulge,,,,,,,,
貽,12,leave,gift,,,,,,,,
貲,13,treasure,assets,pay,,,,,,,
貳,12,two,,,,,,,,,
貮,11,number,,,,,,,,,
貶,11,degrade,disparage,belittle,demote,,,,,,
賈,13,buy,tradesman,,,,,,,,
賁,12,decorate,,,,,,,,,
賤,15,despise,low-life,poverty,,,,,,,
賣,15,sell,betray,show,,,,,,,
賚,15,gift,,,,,,,,,
賽,17,dice,temple,,,,,,,,
賺,17,coax,,,,,,,,,
賻,17,condolence,,,,,,,,,
贄,18,offering,sacrifice,,,,,,,,
贅,18,luxury,,,,,,,,,
贊,19,help,support,assist,aid,,,,,,
贇,19,beautiful,,,,,,,,,
贏,20,victory,surplus,,,,,,,,
贍,20,have,add,,,,,,,,
贐,21,going,parting,,,,,,,,
齎,21,bring,take,bring,,,,,,,
贓,22,bribery,,,,,,,,,
賍,13,bribery,,,,,,,,,
贔,21,strength,power,,,,,,,,
贖,22,redeem,,,,,,,,,
赧,12,get,,,,,,,,,
赭,16,red,,,,,,,,,
赱,7,walk,go,run,leave,,,,,,
赳,10,strong,,,,,,,,,
趁,12,go,follow,,,,,,,,
趙,14,nimble,late-going,,,,,,,,
跂,11,stand,,,,,,,,,
趾,11,footprint,remains,,,,,,,,
趺,11,foot,calyx,sitting,,,,,,,
跏,12,sitting,,,,,,,,,
跚,12,stagger,reel,stumble,,,,,,,
跖,12,sole,,,,,,,,,
跌,12,stumble,,,,,,,,,
跛,12,lame,lameness,odd,,,,,,,
跋,12,epilogue,postscript,,,,,,,,
跪,13,kneel,,,,,,,,,
跫,13,sound,,,,,,,,,
跟,13,heel,,,,,,,,,
跣,13,barefooted,,,,,,,,,
跼,14,bow,stoop,bend,crouch,,,,,,
踈,14,neglect,careless,lax,,,,,,,
踉,14,stagger,falter,,,,,,,,
跿,14,barefoot,,,,,,,,,
踝,15,ankle,,,,,,,,,
踞,15,crouch,cower,,,,,,,,
踐,15,step,trample,practice,carry,,,,,,
踟,15,hesitate,,,,,,,,,
蹂,16,step,,,,,,,,,
踵,16,heel,,,,,,,,,
踰,16,go,,,,,,,,,
踴,16,jump,dance,leap,skip,,,,,,
蹊,17,path,,,,,,,,,
蹉,17,stumble,,,,,,,,,
蹌,17,move,stagger,,,,,,,,
蹐,17,stealthy,,,,,,,,,
蹈,17,step,trample,carry,appraise,evade,,,,,
蹙,18,a,scowl,approaching,,,,,,,
蹤,18,footprints,traces,tracks,,,,,,,
蹠,18,sole,,,,,,,,,
踪,15,remains,clue,footprint,,,,,,,
蹣,18,staggering,tottering,,,,,,,,
蹕,18,one,,,,,,,,,
蹶,19,stumble,,,,,,,,,
蹲,19,crouch,squat,cower,,,,,,,
蹼,19,webfoot,web,,,,,,,,
躁,20,noisy,,,,,,,,,
躇,19,hesitate,,,,,,,,,
躅,20,tap,ruins,,,,,,,,
躄,20,crawl,cripple,,,,,,,,
躋,21,climb,,,,,,,,,
躊,21,hesitate,,,,,,,,,
躓,22,stumble,,,,,,,,,
躑,22,squat,sit,loiter,,,,,,,
躔,22,movement,,,,,,,,,
躙,23,edge,trample,,,,,,,,
躪,26,edge,trample,,,,,,,,
躡,25,step,,,,,,,,,
躬,10,body,self,,,,,,,,
躰,12,the,substance,object,reality,,,,,,
軆,20,body,group,class,unit,,,,,,
躱,13,dodge,parry,avoid,,,,,,,
躾,16,training,(kokuji),,,,,,,,
軅,19,soon,presently,almost,all,no,after,(kokuji),,,
軈,24,soon,presently,almost,all,no,after,(kokuji),,,
軋,8,squeak,creak,grate,,,,,,,
軛,11,yoke,,,,,,,,,
軣,11,rumble,explosion,blast,,,,,,,
軼,12,pass,,,,,,,,,
軻,12,difficult,,,,,,,,,
軫,12,sad,revolve,,,,,,,,
軾,13,front,,,,,,,,,
輊,13,low,,,,,,,,,
輅,13,carriage,,,,,,,,,
輕,14,light,easy,simple,gentle,,,,,,
輒,14,promptly,easily,i.e.,,,,,,,
輙,15,sides,,,,,,,,,
輓,14,pull,,,,,,,,,
輜,15,wagon,dray,canopied,,,,,,,
輟,15,stop,mend,,,,,,,,
輛,15,counter,,,,,,,,,
輌,13,numerary,,,,,,,,,
輦,15,palanquin,,,,,,,,,
輳,16,gather,,,,,,,,,
輻,16,spoke,,,,,,,,,
輹,16,connection,,,,,,,,,
轅,17,shaft,,,,,,,,,
轂,17,hub,,,,,,,,,
輾,17,squeak,,,,,,,,,
轌,18,sleigh,sled,(kokuji),,,,,,,
轉,18,shift,move,turn,,,,,,,
轆,18,pulley,roller,,,,,,,,
轎,19,palanquin,litter,,,,,,,,
轗,20,difficulty,misfortune,,,,,,,,
轜,21,hearse,,,,,,,,,
轢,22,run,,,,,,,,,
轣,23,creaking,,,,,,,,,
轤,23,pulley,,,,,,,,,
辜,12,sin,crime,,,,,,,,
辟,13,false,punish,crime,law,,,,,,
辣,14,pungent,spicy,harsh,cruel,severe,,,,,
辭,19,words,speech,expression,phrase,,,,,,
辯,21,speech,dialect,,,,,,,,
辷,5,glide,skate,slip,fail,(kokuji),,,,,
迚,8,some,very,(kokuji),,,,,,,
迥,9,far,distant,,,,,,,,
迢,9,far,distant,,,,,,,,
迪,8,edify,way,path,,,,,,,
迯,9,escape,flee,abscond,dodge,,,,,,
邇,18,approach,near,close,,,,,,,
迴,10,go,,,,,,,,,
逅,10,meet,,,,,,,,,
迹,10,mark,print,impression,,,,,,,
迺,10,in,thou,you,possessive,,,,,,
逑,11,pair,gather,meet,,,,,,,
逕,11,path,,,,,,,,,
逡,11,saunter,go,,,,,,,,
逍,11,saunter,loaf,,,,,,,,
逞,11,sturdy,brawny,bold,,,,,,,
逖,11,far,,,,,,,,,
逋,11,flee,,,,,,,,,
逧,11,ravine,valley,(kokuji),,,,,,,
逶,12,long,winding,oblique,,,,,,,
逵,12,broad,,,,,,,,,
逹,12,arrive,reach,intelligent,,,,,,,
迸,10,gush,spurt,,,,,,,,
遐,13,distant,,,,,,,,,
遑,13,leisure,,,,,,,,,
遒,13,strong,powerful,,,,,,,,
逎,11,strong,unyielding,forceful,,,,,,,
遉,13,as,,,,,,,,,
逾,13,pass,go,,,,,,,,
遖,13,bravo,admirable,(kokuji),,,,,,,
遘,14,meet,,,,,,,,,
遞,14,hand,deliver,substitute,,,,,,,
遨,15,play,enjoyment,,,,,,,,
遯,15,deceive,hide,conceal,flee,,,,,,
遶,16,surround,,,,,,,,,
隨,16,at,,,,,,,,,
遲,16,late,tardy,slow,delay,,,,,,
邂,17,meet,,,,,,,,,
遽,17,fear,agitation,confusion,hurry,,,,,,
邁,17,go,excel,,,,,,,,
邀,17,go,call,,,,,,,,
邊,19,edge,margin,side,border,,,,,,
邉,18,edge,margin,side,border,,,,,,
邏,23,go,conceal,,,,,,,,
邨,7,village,hamlet,rustic,,,,,,,
邯,8,place,tree,,,,,,,,
邱,8,hill,,,,,,,,,
邵,8,place,,,,,,,,,
郢,10,place,,,,,,,,,
郤,10,crevice,interstice,,,,,,,,
扈,11,follow,,,,,,,,,
郛,10,earthwork,,,,,,,,,
鄂,12,place,frankly,,,,,,,,
鄒,13,place,,,,,,,,,
鄙,14,lowly,the,the,be,,,,,,
鄲,15,place,,,,,,,,,
鄰,16,neighbor,neighborhood,,,,,,,,
酊,9,intoxication,,,,,,,,,
酖,11,addiction,poison,,,,,,,,
酘,11,rebrew,ferment,,,,,,,,
酣,12,height,thick,full,,,,,,,
酥,12,milk,,,,,,,,,
酩,13,sweet,,,,,,,,,
酳,14,drunken,offer,,,,,,,,
酲,14,hangover,,,,,,,,,
醋,15,vinegar,,,,,,,,,
醉,15,get,feel,poisoned,elated,spellbound,,,,,
醂,15,remove,bleach,,,,,,,,
醢,17,salted,,,,,,,,,
醫,18,medicine,,,,,,,,,
醯,19,vinegar,,,,,,,,,
醪,18,unrefined,,,,,,,,,
醵,20,contribution,,,,,,,,,
醴,20,sweet,,,,,,,,,
醺,21,hunger,,,,,,,,,
釀,24,brew,cause,,,,,,,,
釁,25,smear,,,,,,,,,
釉,12,glaze,enamel,,,,,,,,
釋,20,explain,,,,,,,,,
釐,18,few,tenth,,,,,,,,
釖,10,knife,sword,,,,,,,,
釟,10,forge,temper,anneal,,,,,,,
釡,10,kettle,cauldron,iron,,,,,,,
釛,10,gold,,,,,,,,,
釼,11,sword,dagger,saber,,,,,,,
釵,11,ornamental,,,,,,,,,
釶,11,halberd,,,,,,,,,
鈞,12,equal,important,,,,,,,,
釿,12,hatchet,adze,,,,,,,,
鈔,12,selection,summary,1/10,,,,,,,
鈬,12,bell,surname,,,,,,,,
鈕,12,button,,,,,,,,,
鈑,12,sheet,,,,,,,,,
鉞,13,battleaxe,,,,,,,,,
鉗,13,shut,,,,,,,,,
鉅,13,big,great,,,,,,,,
鉉,13,handle,,,,,,,,,
鉤,13,hook,barb,gaff,brackets,,,,,,
鉈,13,hatchet,,,,,,,,,
銕,14,iron,strong,solid,firm,,,,,,
鈿,13,ornamental,,,,,,,,,
鉋,13,carpenter's,,,,,,,,,
鉐,13,brass,,,,,,,,,
銜,14,horse's,,,,,,,,,
銖,14,measuring,1/16,percent,small,slight,,,,,
銓,14,measure,scales,weigh,,,,,,,
銛,14,harpoon,gaff,,,,,,,,
鉚,13,gold,,,,,,,,,
鋏,15,scissors,,,,,,,,,
銹,15,rust,tarnish,,,,,,,,
銷,15,erase,shut,,,,,,,,
鋩,14,sword,,,,,,,,,
錏,16,armour,helmet,,,,,,,,
鋺,16,metal,,,,,,,,,
鍄,16,kind,clamp,,,,,,,,
錮,16,confinement,to,,,,,,,,
錢,16,100th,,,,,,,,,
錚,16,gong,,,,,,,,,
錣,16,armor,,,,,,,,,
錺,15,metal,(kokuji),,,,,,,,
錵,15,holmium,pattern,,,,,,,,
錻,16,tin,(kokuji),,,,,,,,
鍜,17,armour,,,,,,,,,
鍠,17,sound,,,,,,,,,
鍼,17,needle,,,,,,,,,
鍮,17,brass,,,,,,,,,
鍖,17,unsatisfactory,,,,,,,,,
鎰,18,unit,,,,,,,,,
鎬,18,sword-blade,,,,,,,,,
鎭,18,ancient,,,,,,,,,
鎔,18,fuse,melt,,,,,,,,
鎹,18,clamp,(kokuji),,,,,,,,
鏖,19,massacre,annihilation,,,,,,,,
鏗,20,clinking,,,,,,,,,
鏨,19,cold,,,,,,,,,
鏥,19,rust,corrosion,,,,,,,,
鏘,19,tinkling,,,,,,,,,
鏃,19,arrowhead,barb,,,,,,,,
鏝,19,soldering,trowel,curling,flat,,,,,,
鏐,19,gold,,,,,,,,,
鏈,19,chain,irons,connection,,,,,,,
鏤,19,inlay,set,mount,,,,,,,
鐚,20,coin,,,,,,,,,
鐔,20,sword,hilt,,,,,,,,
鐓,20,ferrule,butt,,,,,,,,
鐃,20,gong,,,,,,,,,
鐇,20,hatchet,vanadium,,,,,,,,
鐐,20,silver,platinum,chains,,,,,,,
鐶,21,metal,link,drawer,,,,,,,
鐫,20,carve,engrave,chisel,,,,,,,
鐵,21,iron,,,,,,,,,
鐡,20,iron,,,,,,,,,
鐺,21,chain,tip,flatiron,,,,,,,
鑁,22,name,,,,,,,,,
鑒,23,take,learn,pattern,example,,,,,,
鑄,22,cast,mint,,,,,,,,
鑛,23,ore,,,,,,,,,
鑠,23,melt,be,captivated,,,,,,,
鑢,23,file,rasp,,,,,,,,
鑞,23,solder,,,,,,,,,
鑪,24,hearth,fireplace,furnace,,,,,,,
鈩,12,hearth,fireplace,furnace,,,,,,,
鑰,25,lock,,,,,,,,,
鑵,25,steam,,,,,,,,,
鑷,26,pluck,tweezers,,,,,,,,
鑽,27,make,,,,,,,,,
鑚,23,make,,,,,,,,,
鑼,27,gong,,,,,,,,,
鑾,27,bells,,,,,,,,,
钁,28,hoe,,,,,,,,,
鑿,28,chisel,,,,,,,,,
閂,9,gate,,,,,,,,,
閇,11,shut,close,obstruct,block,,,,,,
閊,11,to,to,(kokuji),,,,,,,
閔,12,grieve,be,pity,,,,,,,
閖,12,shake,pan,(kokuji),,,,,,,
閘,13,water,lock,,,,,,,,
閙,13,noisy,,,,,,,,,
閠,13,intercalation,illegitimate,(phantom,,,,,,,
閨,14,bedroom,,,,,,,,,
閧,14,war,,,,,,,,,
閭,15,rural,,,,,,,,,
閼,16,obstruct,conceal,,,,,,,,
閻,16,town,,,,,,,,,
閹,16,eunuch,,,,,,,,,
閾,16,threshold,,,,,,,,,
闊,17,wide,,,,,,,,,
濶,17,wide,,,,,,,,,
闃,17,quiet,still,,,,,,,,
闍,17,watchtower,used,,,,,,,,
闌,17,rise,be,,,,,,,,
闕,18,lack,gap,fail,imperial,,,,,,
闔,18,doors,,,,,,,,,
闖,18,inquire,,,,,,,,,
關,19,connection,barrier,gateway,involve,concerning,,,,,
闡,20,clarify,,,,,,,,,
闥,21,gate,,,,,,,,,
闢,21,open,,,,,,,,,
阡,6,thousand,,,,,,,,,
阨,7,obstruct,distress,narrow,,,,,,,
阮,7,place,,,,,,,,,
阯,7,foundation,site,address,,,,,,,
陂,8,levee,embankment,hill,slope,,,,,,
陌,9,east-west,road,,,,,,,,
陏,9,melon,wrap,,,,,,,,
陋,9,narrowness,meanness,humbleness,,,,,,,
陷,11,fall,cave,fall,slide,,,,,,
陜,10,narrow,,,,,,,,,
陞,10,go,climb,,,,,,,,
